Instrument;ISIN;WKN;Mnemonic;Ticker
AM PR.ALL C.W.E DLD;IE0009HF1MK9;000ETF150;WEBG;WEBJ.DE
AM PR.ALL C.W.E DLD;IE0009HF1MK9;000ETF150;WEBK;WEBJ.DE
AM PR.ALL C.W.E DLD;IE0009HF1MK9;000ETF150;WEBJ;WEBJ.DE
FIDEVFUTTRAETF DLA;IE0009MG7KH8;000A3DNZU;FDRV;IE0009MG7KH8.SG
AM-SP GLENCARE. EOD;IE0009SJ3GE3;000A3DSS9;WELP;WELP.DE
AM-SP GLENCARE. EOD;IE0009SJ3GE3;000A3DSS9;WEL6;WELP.DE
JPM-CARBON TR.GL.EQ A EO;IE0009TJ5T70;000A40JGD;JPEC;IE0009TJ5T70.SG
ISHS3-US EQ.EN.U.ACT.DLA;IE0009VWHAE6;000A40C72;USEE;USEE.AS
UBSIETFMWSETF A(HGD EO)E;IE0009W21NT4;000A40EWT;CSY7;IE0009W21NT4.SG
HSBC-EOLCG1-3Y ETFCEOA;IE0009WMIIC0;000A40TQT;H4ZK;H4ZK.DE
UB.SP.CL.TR.E.E A HEDGEOA;IE0009WWNY77;000A3E16M;BCFG;BCFG.DE
IS.W.E.F.R.A.E. ()DLA;IE0009Y1MQJ2;000A40M90;FCRN;FCRN.DE
IM2-I.BS28 DLCB DLD;IE000A0RC215;000A3E2UU;BS28;BS28.L
JPMETFS(IE)-ACREEQA DLA;IE000A7N3IV0;000A40FFC;JRWA;JRAW.L
IM2SPWENRESGETF DLA;IE000AIFGRB9;000A3D3BB;WDEE;WDEE.L
ISII-EOCB03E ()EOA;IE000AK4O3W6;000A3DLEG;IE3E;IE3E.DE
ISHS INDINRG DLA;IE000ANOU8J3;000A40PJU;CEB6;CEB6.DE
AM-SPGLCOSEESG EOD;IE000ANYHV73;000A3DSS3;WELR;WELR.DE
AM-SPGLCOSEESG EOD;IE000ANYHV73;000A3DSS3;MWOY;WELR.DE
ISHS3-G.AB.ESG HDGEOA;IE000APK27S2;000A3CWP2;AEGE;AEGE.DE
SPDR BL.G.AG.BD EOHDAC;IE000AQ7A2X6;000A3D2G8;SPFF;SPFF.DE
FID2-DL HY CBDREPAB DLD;IE000ARLR807;000A3ERTP;FYUI;
IM2-CHINEXT 50 DLA;IE000AWRDWI7;000A40446;CNFY;CN50.MI
ISHS IV.D.C.BD HGDEOA;IE000AWT6D61;000A3EWHP;CEBU;CEBU.DE
AXAIMUSEQPABETF DLA;IE000AXIKJM8;000A3EXMZ;AIUT;AIUU.MI
AXAIMUSEQPABETF DLA;IE000AXIKJM8;000A3EXMZ;AIUU;AIUU.MI
E.W.I.AI-EUS DLD;IE000AXUR1L9;000A40RZW;USIQ;USIQ.DE
IM2-BU.26EOCOBD EOD;IE000AYJ75E5;000A400MC;BE26;BE26.DE
FT-CPEMSDETF CL-DLA;IE000AZOUN82;000A401XH;FLXA;FLXA.DE
AM-MSCIWOIMVASF DLA;IE000AZV0AS3;000ETF212;WMMS;WMMS.DE
AM-MSCIWOIMVASF DLA;IE000AZV0AS3;000ETF212;WMMT;WMMS.DE
FID-JAP.EQ.RES.ENH. 4YND;IE000B5UZSG9;000A3ENLE;FJPI;FJPI.DE
JPM-BB CH AGG BD EUR HG A;IE000B8M14I0;000A3DCK4;JCHE;JCHE.DE
VANECK-GEON.+HEALTHC.1DLA;IE000B9PQW54;000A3DSGJ;CURE;
ISHS UK GILT HGD(EOD;IE000BI0GCN3;000A3DUXZ;CBUS;IE000BI0GCN3.SG
AM.ETF-MSCI DLA;IE000BI8OT95;000ETF146;MWRD;WRDU.AS
AM.ETF-MSCI DLA;IE000BI8OT95;000ETF146;MWRE;WRDU.AS
UBS-MSCIPAEXJAI A-DLA;IE000BKMMHF9;000A3DE9V;BCFB;PXJSRI.SW
LG-LG E.T.C.E. DLA;IE000BLN64M9;000A3ECML;ENTR;IE000BLN64M9.SG
IM2-I.BS27 DLCB DLD;IE000BMDG046;000A3E2UT;BS27;BX27.L
XT.-MSCINORD 1CEOA;IE000BO2Y0T8;000DBX0WK;XMN1;XMN1.DE
FIDDIGHEALTHETF DLA;IE000BPQIAA3;000A3DNZJ;FDHT;IE000BPQIAA3.SG
IM 2-I.D.I.E.AC DLA;IE000BRM9046;000A40J95;IVDF;IDFN.L
ISHSV IBD26TDLC DLA;IE000BWITBP9;000A3D8E1;D26A;26ID.PA
GLXETFS-CLWAT DLA;IE000BWKUES1;000A3CYXG;AKWA;IE000BWKUES1.SG
JPM GL REI SRI EQ A;IE000BXC49I6;000A3D5KQ;JGSC;JSEG.L
SPDR MSCI WORLD UE EOHA;IE000BZ1HVL2;000A3EG2U;SPFH;SPFH.DE
JPM(IE)-US EQ.ACT.HEOA;IE000BZFW5H7;000A3EYKA;JAUH;IE000BZFW5H7.SG
AIE-G.H.Y.O.E. HGDEOA;IE000C5H8FC1;000A40TUP;AGAE;IE000C5H8FC1.SG
IM2-I.BS29 DLCB DLD;IE000C5Q64P6;000A3E2UV;BS29;BS29.L
ISHS MS.USA L. DLA;IE000C5YJ791;000A40KLK;ULDE;USLD.AS
HSBCE-MSCIWSCE DLA;IE000C692SN6;000A3DUNV;H41G;HWSC.L
FRKLN FTSE SAAR DLA;IE000C7DDDX4;000A40QKJ;FLXS;
LG.EM ESG EXCL. DLAETF;IE000CBYU7J5;000A3DNYX;BATI;IE000CBYU7J5.SG
IMI MS USA HGDEOA;IE000CH3OQ51;000A4017R;MXUE;MXUE.DE
ISHSII-GL INFRASTR.DLACC;IE000CK5G8J7;000A3D6N1;CBUX;IE000CK5G8J7.SG
A.E.I.A.M.W.E DLA;IE000CL68Z69;000ETF141;PABW;PABX.DE
A.E.I.A.M.W.E DLA;IE000CL68Z69;000ETF141;PABX;PABX.DE
A.E.I.A.M.W.E DLA;IE000CL68Z69;000ETF141;PABY;PABX.DE
FT-FR.FTSE TWN ETF UNHDLA;IE000CM02H85;000A3C9A1;FLXT;IE000CM02H85.SG
JPM-US REI EQ EUR HDG A;IE000CN8T855;000A3C4Y6;JUHE;JUHE.DE
AMUNDI MSCI WLD U.ETF;IE000CNSFAR2;000A3DH0A;MWOE;IE000CNSFAR2.SG
AMUNDI MSCI WLD U.ETF;IE000CNSFAR2;000A3DH0A;MWOF;IE000CNSFAR2.SG
IM2-I.NSQ100ESG DLA;IE000COQKPO9;000A3CZGT;N1ES;NESG.L
JPMEI-US V.E.A.U.ETF EOHA;IE000CQQ22C8;000A3EW6T;JPVE;IE000CQQ22C8.SG
ISHS3-G.AB.ESG EOA;IE000CR3ZDF9;000A3ECDC;CBU2;IE000CR3ZDF9.SG
ISHSII-MSCI EUR.SRI EOHD;IE000CR424L6;000A3CUTP;CBUD;IE000CR424L6.SG
ISHS-SP500 ESG HGDEOA;IE000CR7DJI8;000A3DMKV;CBUM;IE000CR7DJI8.SG
J.H.T.JP.H.C.E. DLA;IE000CV0WWL4;000A40JU4;JCPN;JCPN.DE
FT-FTSE DEV W. CL-DLA;IE000CVOSY02;000A408N3;DWLD;DWLD.DE
LG-CBEBHR02Y DLA;IE000CWS09Q9;000A40E7P;XBHR;XBNK.L
XT.-S+P500EW 2DDLD;IE000CXLGK86;000DBX0TP;XDED;XDEU.L
WISDOMTR.US QU.D.G.HDGDEO;IE000CXVOXQ1;000A3D10B;WDGE;DGRE.MI
FTGF-FT US MOMENT.UE ADLA;IE000CY30YV9;000A40CPJ;FTGM;FTMO.L
IM-BL.CO.CARB.T.ETF EOHA;IE000CYTPBT0;000A3EG40;CMOC;IE000CYTPBT0.SG
FT ICAV-F.FTSE JAPAN YNA;IE000D0T0BO1;000A40GM0;FLXJ;FLXJ.DE
ISHS3-A.XJPEQ.EN.ACT.DLA;IE000D5R9C23;000A40C75;AZEH;AZEH.DE
ISHS LISTED DLA;IE000D8FCSD8;000A3DA9X;CBUW;IPRA.AS
ISHS3-WLD EQ.EN.ACT. DLA;IE000D8XC064;000A40C71;WOEE;WOEE.AS
ISHSVIBD31TEOC EOA;IE000D9WMGF0;000A40MD4;IG31;IG31.DE
SPDR MSCI ACWIM ETF UH.DI;IE000DD75KQ5;000A40F93;SPSA;SPSA.DE
XIEMSCIEMCLTETF 1CDLA;IE000DNSAS54;000DBX0TK;XEMC;IE000DNSAS54.SG
T.HAEJHYCDBE EOD;IE000DOZYQJ7;000A3C5NK;TAEH;IE000DOZYQJ7.SG
JPM-CHINA A REI EQ D;IE000DS9ZCL4;000A3CR0R;JRDC;JRDC.L
JPMEI-US V.E.A.U.ETF DLD;IE000DTA2ZH9;000A3EW6N;JPVD;JPVD.DE
ISHSVIBD33TEOC EOD;IE000E0NL9T3;000A40MDF;33GI;33GI.DE
XTRIE WBIODFSRI 1CDLA;IE000E0V65D8;000DBX0UK;XBI0;XBI0.L
XT.-MSCIWOES 1DDLD;IE000E4BATC9;000DBX0WC;XZWD;XZWD.DE
AXA-ACT CL.EQ.EOHA;IE000E66LX20;000A3DHNM;ACLE;
AIE-G.H.Y.O.E. HGDEOD;IE000E77RQE2;000A40TUQ;AGYE;IE000E77RQE2.SG
AM-SPGLINTEESG EOA;IE000E7EI9P0;000A3DSTG;WELU;WELU.DE
AM-SPGLINTEESG EOA;IE000E7EI9P0;000A3DSTG;MWOB;WELU.DE
EMU CL.TR.AWARE EOD;IE000E9XXE77;000A406Q5;MCTD;MCTD.DE
GLXETFS-AGTFD DLA;IE000EBFYWX3;000A3E40S;KROP;KROP.L
04 ICAV-FMCHNPAC ETF DLA;IE000EBPC0Z7;000A3DJVV;FVCH;IE000EBPC0Z7.SG
IS US MBS HGD(EOD;IE000EEJLWG1;000A401SL;CEBW;CEBW.DE
AM-SPGLCOSEESG EOA;IE000EFHIFG3;000A3DSS2;WELX;WELX.DE
AM-SPGLCOSEESG EOA;IE000EFHIFG3;000A3DSS2;MWOX;WELX.DE
UBSIETFFMWSMV ADLA;IE000EJ2EHO7;000A40EWS;CSY9;WDMVO.SW
VA.F-V.ESG US C HGDEOA;IE000EKJRSZ3;000A3DJRK;V3CE;V3SE.AS
AM-SP GL.FI.ESG EOD;IE000ENYES77;000A3DSTB;WELY;WELY.DE
AM-SP GL.FI.ESG EOD;IE000ENYES77;000A3DSTB;WEL8;WELY.DE
GXETF-SP 500 QTH DLA;IE000EPX8KB7;000A3D4V8;SPQH;SPQH.L
VA.F-V.ESG EU C EOD;IE000F37PGZ3;000A3DJRJ;V3RF;V3RF.AS
LG E.C.CNY B.E. EOD;IE000F472DU7;000A3CRXS;DRGE;DRGE.DE
ISHS COR B EOA;IE000F6G1DE0;000A3DJQH;IE1A;IE1A.DE
JPM-GR SOC SUS BD EU HG A;IE000FBG59J1;000A3DXM9;JGNE;IE000FBG59J1.SG
AM-SP GL.MA.ESG EOA;IE000FCGBU62;000A3DSTJ;WELI;WELI.DE
AM-SP GL.MA.ESG EOA;IE000FCGBU62;000A3DSTJ;MWOD;WELI.DE
BNP-ECPIGESG U.ETFEOA;IE000FF2EBQ8;000A3EWYS;XU61;ENG.PA
ISHS UK PRO HGD(EOA;IE000FI414K7;000A3DLEF;UKPH;UKPH.DE
SSGA EU-SP500 Q DLA;IE000FJJZA01;000A40UMR;QUS5;QUS5.L
FID2-DL HY CBDREPAB HGEOD;IE000FK14CA5;000A3ERTM;FYUE;FYUE.DE
HSBCMSCEMCPA DLA;IE000FNVOB27;000A3C8ZX;HP8E;HPEM.L
GL X ETF-GXDISRMA DLA;IE000FP52WM7;000A3DJQP;D6AT;IE000FP52WM7.SG
LG-GK MUL.EQ.ETFDLD;IE000FPWSL69;000WELT0B;K0MR;K0MR.DE
FTVENA100MOBUSE ADLA;IE000FQ808R5;000A40LQ2;QSEP;QSEP.L
AM E.I.A.M.U.E. DLA;IE000FSN19U2;000ETF154;WEBH;WEBL.DE
AM E.I.A.M.U.E. DLA;IE000FSN19U2;000ETF154;WEBL;WEBL.DE
IVSMII-G.C.B.E. DLD;IE000FVQW7E7;000A404BP;GLBD;GCBE.L
INVESCOM2-US TRBD 10+ HGD;IE000FXHG8D6;000A3DTKS;T1OD;T1OD.DE
JPM GL REI SRI EQ D;IE000FYTRRJ6;000A3D5KR;JGSD;IE000FYTRRJ6.SG
IS3-AI IN.AC. DLA;IE000G0E83X3;000A40JYF;IART;IE000G0E83X3.SG
JPM-CARBON TR CHINA EQ A;IE000G3A6RN7;000A3DUAK;JCCT;IE000G3A6RN7.SG
FILII-GLGVBCLAW HGDEOD;IE000G4ONBO6;000A3D53R;FFGC;FFGC.DE
E.M.E-C.E.P.E. DLD;IE000G5IRVY3;000A40YRW;AXXT;
E.M.E-C.E.P.E. DLD;IE000G5IRVY3;000A40YRW;AXXU;
HSBC EPRA/NARE DLA;IE000G6GSP88;000A3DN5P;H4Z7;HPRA.L
ARK IN.E. ETFDLA;IE000GA3D489;000A408AW;ARXK;ARXK.DE
FTVNAS100MBETFD ADLA;IE000GAKWFA7;000A40VYN;FTGQ;DECQ.L
IM2-I.BS30 DLCB DLD;IE000GB2EQ90;000A3E2UW;BS30;BS30.L
AXA IM USTR.25Y 100000DLA;IE000GBYNAU4;000A40PU3;ADLT;ADLT.DE
AXA IM USTR.25Y 100000DLA;IE000GBYNAU4;000A40PU3;ADLU;ADLT.DE
HAN.IC.JU.GL.GO ETFDLA;IE000GDU4WA8;000A40B6U;ZINS;GOVE.L
IM2-USTB10+YETF DLA;IE000GE4QIR1;000A2PEPR;TRXL;TRLA.L
AM-SPGLINTEESG EOD;IE000GEHNQU9;000A3DSTH;WELL;WELL.DE
AM-SPGLINTEESG EOD;IE000GEHNQU9;000A3DSTH;MWOC;WELL.DE
ABRDN3-A.FUT.R.EST.DLA;IE000GGQK173;000A3D4VW;R8T;IE000GGQK173.SG
ABRDN3-A.FUT.R.EST.DLA;IE000GGQK173;000A3D4VW;R8TA;IE000GGQK173.SG
ISHS BD20 EOA;IE000GHXL2Q3;000A40DL5;CEB1;CEB1.DE
AXA MSCI EM EQ. DLA;IE000GLIXPP3;000A4028A;AIQT;IE000GLIXPP3.SG
AXA MSCI EM EQ. DLA;IE000GLIXPP3;000A4028A;AIQU;IE000GLIXPP3.SG
VA.F-ESG.D.A-P DLA;IE000GOJO2A3;000A3DJRA;V3PA;V3PA.L
G.X E.I.G.X 1-3 EOD;IE000GSIFIB0;000A3EQR7;C71P;CLPP.L
IV-IB1225TEEOCO ()EOA;IE000GUOATN7;000A3EGGL;IB25;IB25.DE
XT.-MSCIEMMA 1DDLD;IE000GWA2J58;000DBX0RB;XEMD;XEMD.L
XTR.IE)MS.U.T.E 1DDLD;IE000GYDNJS5;000DBX0TE;XCUD;XCUD.L
FT I.F.E.I.C.E EOD;IE000H0TSO96;000A3EUB1;EIGC;IE000H0TSO96.SG
ISHSIV-M W.VAL.F.DLA;IE000H1H16W5;000A3CUJR;CBUI;IWVE.AS
ISHS CORP HGDEOA;IE000H22E3N8;000A3D8N0;CBU0;CBU0.DE
UBSIETFENDETF ADLD;IE000H3AH951;000A40EWU;CSYZ;IE000H3AH951.SG
IV-IB1227TEEOCO ()EOD;IE000H5X52W8;000A3EFXB;CEBD;IBE7.MI
I.3-ISEHCBEPC ()EOD;IE000H92C4B8;000A3EVC6;HYPE;HYPE.DE
IS-C.FTSE100 (HGD)EOA;IE000HARJEE2;000A40KHW;CEB4;CEB4.MU
FID2-EO HY CBDREPAB EO D;IE000HDEYKM3;000A3ERTU;FYEI;FYEI.DE
JPM-GLOBAL REI EQ D;IE000HFXP0D2;000A3CYEG;JRGD;JRGD.L
GLXSP500ATHETF DLA;IE000HGH8PV2;000A3ECGK;5PAH;5PAH.DE
LG.JP ESG EXCL. DLA;IE000HLUHPT1;000A3DNYY;BATG;IE000HLUHPT1.SG
GS-P.A.C.WD EQ. DLA;IE000HPBRE54;000A3C60S;GACL;WRLD.L
XT.-MSCINORD 1CEOA;IE000HT7E0B1;000DBX0TL;XNZN;XNZN.DE
ISHSV-IBO27TDLC ()DLD;IE000I1D7D10;000A3EHAL;CEBK;IE000I1D7D10.SG
IM2-BU.30EOCOBD EOA;IE000I25S1V5;000A400MK;BSE0;BSE0.DE
ISHSVIBD31TEOC EOD;IE000I2WYEU9;000A40MD5;31IG;
JPM US REI SRI EQ EUR A;IE000I5MBLC4;000A3ES7X;JEUS;IE000I5MBLC4.SG
ISHSVIBD32TEOC EOA;IE000I660ZF8;000A40MD9;IG32;IG32.DE
IMII-MJECPA E. DLA;IE000I8IKC59;000A3CYEY;PAUJ;PAJP.L
ISIV-M.GL.SEMI. DLA;IE000I8KRLL9;000A3CVRA;SEC0;IE000I8KRLL9.SG
AX.I.U.H.OP.E DLA;IE000IAPH329;000A3EXR0;AHYT;
AX.I.U.H.OP.E DLA;IE000IAPH329;000A3EXR0;AHYU;
XT-SP500EW S+S UE 2CHEOA;IE000IDLWOL4;000DBX0T1;XEWE;XEWE.DE
AM E.I.A.M.U.E. USD;IE000IEGVMH6;000ETF153;WEBI;WEBI.DE
AM E.I.A.M.U.E. USD;IE000IEGVMH6;000ETF153;WEBM;WEBI.DE
JPMETFEOHYBAETF JPETFEOA;IE000IEOQSJ3;000A40MLS;JEYH;JEHY.L
FILII-GLGVBCLAW DLD;IE000IF0HTJ9;000A3DU9P;FFGG;FGGB.MI
OSS.BB USAPABNR EOA;IE000IF5WTI9;000A3DQKL;OP7U;OP7U.DE
ISH.D.29 T.EO EOD;IE000IHURBR0;000A3EK6B;29GI;29GI.DE
OSS.BB USAPABNR EOA;IE000IIED424;000A3DQKK;OP7E;OP7E.DE
SSGA EU1-SSP D DLA;IE000IISJT64;000A40UMS;QDEV;QDEV.L
FT-AI,MTV.BLCH.EOA;IE000IM4K4K2;000A3DRF9;FLRA;
AME-MSCIUSAESGL EOA;IE000IP0UC52;000ETF109;SADH;IE000IP0UC52.SG
H.I.S.C.M.E.S DLA;IE000IQQEL77;000A3EWMH;ASWD;
SPDR B0-3ECB EOA;IE000IUNJSL2;000A3EX86;SEUA;IE000IUNJSL2.SG
O.IC.BL.W.P.U.E 1AEOA;IE000IVQPCG4;000A3DP6H;EUP0;
ISHS 2 EO GR.BD ETF EOA;IE000IZO7033;000A3DRMQ;CBUP;IE000IZO7033.SG
AM-SP GLENCARE. EOA;IE000J0LN0R5;000A3DSS8;WELN;WELN.DE
AM-SP GLENCARE. EOA;IE000J0LN0R5;000A3DSS8;WEL5;WELN.DE
VANECKUSFAHYB ADLA;IE000J6CHW80;000A3EEYM;EM1A;
FS T.G.F.A ADLA;IE000J80JTL1;000A3DGK5;GRID;GRDU.L
AXAIM-EO CR.PAB EOA;IE000JBB8CR7;000A3EG2R;AIPE;
GLX-DEFEN.TECH EOA;IE000JCW3DZ3;000A40E7A;4MMR;4MMR.DE
UBS(I)ETF-JPCPA.IRHGDAEOA;IE000JHYO4T6;000A3DE9T;AW1Q;IE000JHYO4T6.SG
ISHS3-EO CASH U.ETF EOA;IE000JJPY166;000A40GM1;YCSH;YCSH.DE
FID2-DL C.BD RE PAB DLD;IE000JJQ6248;000A3ERTL;FUIG;
AM-SPGLHECAESG EOD;IE000JKS50V3;000A3DSTD;WELG;WELG.DE
AM-SPGLHECAESG EOD;IE000JKS50V3;000A3DSTD;WELZ;WELG.DE
JPMETFS(IE)-ACREEQA DLD;IE000JLILKH0;000A40FFD;JRWU;JRWU.L
IEOG B 0-3 M E. EOA;IE000JLXYKJ8;000A40V3Y;E0UA;E0UA.DE
GL.X-WINERGYETF UHGDDLA;IE000JNHCBM6;000A3C9MA;WNDY;WNDY.L
JPM-BB US SMALL CAP EQ A;IE000JNKVS10;000A3DQ08;JPSC;BBSC.MI
UBS-SP USDIAREE (A)DLD;IE000JQ2IJD3;000A3D46D;CHSB;USDVD.SW
VA.F-V.ESG US C DLA;IE000JQV8511;000A3DJRM;V3CU;V3SD.L
ISHS-MS.ACW.SRI DLA;IE000JTPK610;000A3D8NX;CBUY;CBUY.DE
JPMETFEOGBAETF JPETFEOA;IE000JUREXG2;000A40MLQ;JEUG;IE000JUREXG2.SG
HSBC ETFS-SP500 DLA;IE000JZ473P7;000A3DN5D;H4ZN;HSPA.L
X(IE)MSCI GL.S7 1CDLA;IE000JZYIUN0;000DBX0SP;XDG7;XDG7.L
AME-MWSCNZAP EOA;IE000K1P4V37;000ETF144;MWSH;MWSH.DE
AMC.AV.EM EQ. DLA;IE000K975W13;000A40GB7;AVEM;AVEM.DE
INVESCOM-SP CHINA 300SWAP;IE000K9Z3SF5;000A3DDQ6;C3AE;IE000K9Z3SF5.SG
HSBC MSCIEM ETF DLA;IE000KCS7J59;000A3DN5N;H4Z3;HEMA.L
XTRIE-M.G.HC.I. 1CDLA;IE000KD0BZ68;000DBX0R2;XGEN;XGEN.L
HANETF-ETC GRP WEB3.0 DLA;IE000KDY10O3;000A3DE9M;W3B3;IE000KDY10O3.SG
WISD.US EFF.CO. I SYS.HDG;IE000KF370H3;000A3EFS0;WTEF;NTSX.L
WI.ENTRMEREAME I SYS.HDGD;IE000KHX9DX6;000A3EKKT;RARE;RARE.L
ISHS 3-WEQHINE ()DLD;IE000KJPDY61;000A40121;WINC;WINC.AS
VA.F-VA.ESG E.A DLA;IE000KPJJWM6;000A3DJRC;V3MA;V3MA.L
AME-AM SP500E.E DLA;IE000KXCEXR3;000ETF093;F500;IE000KXCEXR3.SG
FT G.F-F.B.G.S ADLA;IE000KXTLDE2;000A40EUD;FCHP;CHPS.L
AM-SP GL.FI.ESG EOA;IE000KYX7IP4;000A3DSTA;WELK;WELK.DE
AM-SP GL.FI.ESG EOA;IE000KYX7IP4;000A3DSTA;WEL7;WELK.DE
GSETFGLGREENBD HGDEOD;IE000L0X6L81;000A3EEYG;GSXG;GSGR.MI
X(IE)MSCI GL.S.F. DLC1C;IE000L2IS494;000DBX0UT;XDGS;XDGS.L
I.NASQ100EQ.W. DLA;IE000L2SA8K5;000A3EE27;EWQA;IEWQ.L
ISII-EOCOBDE EOA;IE000L2TO2T2;000A3DJQK;SUA0;SUA0.DE
VA.F-VA.ESG N.A DLD;IE000L2ZNB07;000A3DJRF;V3YL;V3NL.L
IM2SPWHCESGETF DLA;IE000L4EH2K5;000A3D3BE;WH2E;WHCE.L
ISIV-MWMFEETF DLA;IE000L5NW549;000A3CUJS;CBUH;IE000L5NW549.SG
AMUNDI S+P500EQ.W.ESG L.;IE000LAP5Z18;000A3DH0B;WELE;IE000LAP5Z18.SG
AMUNDI S+P500EQ.W.ESG L.;IE000LAP5Z18;000A3DH0B;WELF;IE000LAP5Z18.SG
XT-MSCI W.V.ESG 1CDLA;IE000LAUZQT6;000DBX0TT;XWEV;XWEV.L
WI.WT.REC.DEC. DLA;IE000LG4J7E7;000A3DGND;WTRD;WRCY.L
IM2-BU.27EOCOBD EOA;IE000LGHLQ71;000A400MB;BSE7;IE000LGHLQ71.SG
IM 2-I.A.I.E.E. DLA;IE000LGWDNE5;000A40J94;IVAI;IVAI.L
TABULAIGHYFAPAC HGDEOA;IE000LH4DDC2;000A3EFLF;THFE;IE000LH4DDC2.SG
JPM GL AGG BOND DLD;IE000LHP8TA1;000A3EMZ6;JAGG;JAGG.L
IEOG B 0-3 M E. EOD;IE000LJ2O0V5;000A40CLD;EU03;EU03.DE
IM2-BU.28EOCOBD EOD;IE000LKGEZQ6;000A400ME;BE28;BE28.DE
XTRIE UBIODFSRI 1CDLA;IE000LOSV2D0;000DBX0UN;XBUZ;IE000LOSV2D0.SG
GXETF-SP 500 QB DLA;IE000LSRKCB4;000A3D4V7;SPQB;SPQB.L
AM-SP GL.IN.ESG EOA;IE000LTA2082;000A3DSTE;WELH;WELH.DE
AM-SP GL.IN.ESG EOA;IE000LTA2082;000A3DSTE;WEL0;WELH.DE
ISH.D.30 T.EO EOD;IE000LX17BP9;000A3EK6D;30IG;30IG.DE
HSBCE-MSCIWVESG DLA;IE000LYBU7X5;000A3DUNS;H41D;HWVL.L
IS.D.26 T.EO.IT EOD;IE000LZ7BZW8;000A3EK6G;26TP;IE000LZ7BZW8.SG
JPMETFDLHYBAETF JPETFDLA;IE000LZI2UH4;000A40MLY;JPUA;IE000LZI2UH4.SG
GS-EO HY BD AC ()EOD;IE000M02BVY5;000A40UC3;GXHY;GXHY.DE
FIDCLOUDCOMPETF DLA;IE000M0ZXLY9;000A3DNZG;FCLD;IE000M0ZXLY9.SG
E.M.E-C.E.P.E. DLA;IE000M4Z0RA5;000A40N6Q;AXQT;
E.M.E-C.E.P.E. DLA;IE000M4Z0RA5;000A40N6Q;AXQU;
VNKETF-UR.NU.T. DLA;IE000M7V94E1;000A3D47K;NUKL;NUCL.L
AM.ETF-SP500 DLA;IE000M86QRT4;000ETF088;MWOQ;MWOQ.DE
ISII-CMSCIEU ()EOA;IE000MAO75G5;000A406QE;CEBZ;CEBZ.DE
XTR.EO CO.GR.BD 1CEOA;IE000MCVFK47;000DBX0N7;XGBE;XGBE.DE
VEST U.S.E.B.J. ADLA;IE000MDKBOB3;000A40ZG7;FJAN;FJAN.L
LG ESG EMGB0-5Y EOA;IE000MINO564;000A3DJWD;ENDH;IE000MINO564.SG
AETF-MNAECNZAC EOD;IE000MJIXFE0;000ETF133;WEBC;WEBC.DE
FID.US QU.VA E. DLA;IE000MKIH0W7;000A40SGL;FUSV;FUSV.DE
W.T.I.N.E.R.E. DLA;IE000MO2MB07;000A3C5TX;WTRE;WTRE.L
LG-MUSTENCOEXAL DLA;IE000MQ5XEW1;000A404HN;XEXA;IE000MQ5XEW1.SG
INVESCOM2-EURCBESG SHORTD;IE000MUAJIF4;000A3DSVR;ECMD;ECMD.MI
HGF-G.C.B.I. ETFCHEURDLA;IE000MY0C911;000A3EKEL;H41R;IE000MY0C911.SG
AXA IM.D.C.P.E 100000DLA;IE000N0TTJQ9;000A3EWV3;AIPT;AIPU.MI
AXA IM.D.C.P.E 100000DLA;IE000N0TTJQ9;000A3EWV3;AIPU;AIPU.MI
IMII-SP500CNPE DLA;IE000N1ZEIG9;000A407NW;CTBA;IE000N1ZEIG9.SG
INVESCOM2-IQS EQ LV CARB;IE000N42HDP2;000A3DEWJ;LVLC;LVLC.L
HSBC-CN GLBI DLA;IE000N5JOGS2;000A3EKEN;H41Q;HCGB.L
JPM-NQ EQ PR.I.A.ETF D DL;IE000N6I8IU2;000A40FFE;JEQA;JEQA.L
OS.SBCA.USSE.SC 1ADLA;IE000N990RE2;000A40G0Y;EUPF;EUPF.DE
XTR.IE)MS.E.T.E 1CEOA;IE000N9MLVT1;000DBX0TF;XECT;XECT.DE
LG ESG DL CB E. HDG ACEOA;IE000NA8E2W0;000A40F8U;USAH;IE000NA8E2W0.SG
ISHSIV-EOUSBESG EOA;IE000NBRE3P7;000A3EEYV;CEBY;EUES.MI
GL.X-URANIUM DLA;IE000NDWFGA5;000A3DC8S;URNU;URNU.L
ISHS4-MCNTCHETF DLA;IE000NFR7C63;000A3CU00;CBUK;CTEC.AS
IS3-EOFIBDA EOD;IE000NHAIBN0;000A40JYG;IFLX;IFLX.DE
AM-SPGLCODIESG EOA;IE000NM0ALX6;000A3DSS4;WELJ;DISW.MI
AM-SPGLCODIESG EOA;IE000NM0ALX6;000A3DSS4;WEL1;DISW.MI
VA.F-ESG DV E A EOD;IE000NRGX9M3;000A3DJQ9;V3DL;IE000NRGX9M3.SG
XT-MSCIWOHDYESG 1DDLD;IE000NS5HRY9;000DBX0UC;XZDW;XZDW.L
FT G.F-F.I.G.AE ADLA;IE000NVDQXE1;000A40EUC;FTGA;MISL.L
HSBCE-MSCIEMVAE DLA;IE000NVVIF88;000A3DUNT;H41E;HEMV.L
VANECK OIL SVCS ETF A;IE000NXF88S1;000A3D42Y;V0IH;OIHV.L
IV-IB1225TEEOCO ()EOD;IE000NXQKHU1;000A3EFXA;CEBH;CEBH.DE
